symbol,putCall,description,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,inTheMoney,mini,nonStandard
SPY_082120C319,CALL,SPY Aug 21 2020 319 Call,OPR,8.3,8.33,8.21,8.32,40,29,40X29,0,9.55,8.21,0.0,9.57,1341,,1595966588987,1595967299861,-1.36,21.696,0.556,0.022,-0.136,0.332,0.11,6186,6.04,8.315,29.0,,319.0,1598040000000,24,R,1598054400000,100.0, ,,,-14.24,-1.26,-13.14,True,False,False
SPY_082120C320,CALL,SPY Aug 21 2020 320 Call,OPR,7.64,7.67,7.68,7.65,93,10,93X10,0,8.84,7.49,0.0,8.87,6008,,1595967117926,1595967299875,-1.19,21.287,0.535,0.022,-0.135,0.334,0.107,42606,6.51,7.655,29.0,,320.0,1598040000000,24,R,1598054400000,100.0, ,,,-13.45,-1.22,-13.73,True,False,False
SPY_082120C321,CALL,SPY Aug 21 2020 321 Call,OPR,7.0,7.04,6.94,7.02,100,80,100X80,0,8.15,6.85,0.0,8.19,974,,1595966593333,1595967299861,-1.25,20.889,0.512,0.023,-0.133,0.335,0.103,8997,6.77,7.02,29.0,,321.0,1598040000000,24,R,1598054400000,100.0, ,,,-15.29,-1.17,-14.32,True,False,False
SPY_082120C322,CALL,SPY Aug 21 2020 322 Call,OPR,6.39,6.42,6.43,6.4,106,10,106X10,0,7.5,6.25,0.0,7.53,3985,,1595967291679,1595967299844,-1.1,20.484,0.489,0.023,-0.13,0.335,0.099,15514,6.43,6.405,29.0,,322.0,1598040000000,24,R,1598054400000,100.0, ,,,-14.64,-1.13,-14.97,False,False,False
SPY_082120C323,CALL,SPY Aug 21 2020 323 Call,OPR,5.8,5.83,5.87,5.82,115,10,115X10,0,6.81,5.7,0.0,6.9,1877,,1595967259700,1595967299844,-1.03,20.084,0.464,0.024,-0.127,0.334,0.095,8281,5.87,5.815,29.0,,323.0,1598040000000,24,R,1598054400000,100.0, ,,,-14.9,-1.08,-15.7,False,False,False
SPY_082120C324,CALL,SPY Aug 21 2020 324 Call,OPR,5.24,5.26,5.33,5.25,50,10,50X10,0,6.22,5.16,0.0,6.28,2384,,1595967209927,1595967299946,-0.95,19.684,0.439,0.024,-0.124,0.331,0.09,12716,5.33,5.25,29.0,,324.0,1598040000000,24,R,1598054400000,100.0, ,,,-15.19,-1.03,-16.47,False,False,False
SPY_082120C325,CALL,SPY Aug 21 2020 325 Call,OPR,4.7,4.73,4.75,4.72,120,50,120X50,0,5.65,4.6,0.0,5.7,3147,,1595967273404,1595967299844,-0.94,19.296,0.414,0.024,-0.12,0.327,0.085,29861,4.75,4.715,29.0,,325.0,1598040000000,24,R,1598054400000,100.0, ,,,-16.59,-0.98,-17.21,False,False,False
SPY_082120C326,CALL,SPY Aug 21 2020 326 Call,OPR,4.2,4.22,4.21,4.21,50,10,50X10,0,5.03,4.17,0.0,5.14,1911,,1595967074147,1595967299844,-0.93,18.917,0.388,0.024,-0.116,0.322,0.08,21113,4.21,4.21,29.0,,326.0,1598040000000,24,R,1598054400000,100.0, ,,,-18.01,-0.93,-18.01,False,False,False
SPY_082420C317,CALL,SPY Aug 24 2020 317 Call (Weekly),OPR,9.91,9.97,10.34,9.94,40,17,40X17,0,10.87,10.18,0.0,11.28,53,,1595964578098,1595967299864,-0.94,22.06,0.594,0.02,-0.128,0.344,0.129,101,6.17,9.94,29.0,,317.0,1598299200000,27,S,1598313600000,100.0, ,,,-8.36,-1.34,-11.9,True,False,False
SPY_082420C318,CALL,SPY Aug 24 2020 318 Call (Weekly),OPR,9.23,9.27,9.8,9.25,100,18,100X18,0,9.8,9.8,0.0,10.55,1,,1595948883267,1595967299838,-0.75,21.689,0.575,0.02,-0.127,0.348,0.126,26,6.63,9.25,29.0,,318.0,1598299200000,27,S,1598313600000,100.0, ,,,-7.13,-1.3,-12.35,True,False,False
SPY_082420C319,CALL,SPY Aug 24 2020 319 Call (Weekly),OPR,8.55,8.6,8.5,8.57,99,19,99X19,0,9.39,8.5,0.0,9.83,6,,1595965807315,1595967299854,-1.33,21.307,0.554,0.021,-0.126,0.351,0.123,47,6.33,8.575,29.0,,319.0,1598299200000,27,S,1598313600000,100.0, ,,,-13.56,-1.26,-12.79,True,False,False
SPY_082420C320,CALL,SPY Aug 24 2020 320 Call (Weekly),OPR,7.9,7.94,7.93,7.92,40,19,40X19,0,8.93,7.93,0.0,9.14,37,,1595965912802,1595967299931,-1.21,20.928,0.533,0.021,-0.125,0.353,0.119,116,6.76,7.92,29.0,,320.0,1598299200000,27,S,1598313600000,100.0, ,,,-13.22,-1.22,-13.33,True,False,False
SPY_082420C321,CALL,SPY Aug 24 2020 321 Call (Weekly),OPR,7.26,7.31,7.38,7.29,88,19,88X19,0,8.23,7.38,0.0,8.46,12,,1595965663685,1595967299839,-1.08,20.547,0.512,0.022,-0.123,0.354,0.115,82,7.21,7.285,29.0,,321.0,1598299200000,27,S,1598313600000,100.0, ,,,-12.74,-1.17,-13.87,True,False,False
SPY_082420C322,CALL,SPY Aug 24 2020 322 Call (Weekly),OPR,6.64,6.69,6.65,6.67,120,19,120X19,0,7.7,6.65,0.0,7.8,32,,1595965933998,1595967299932,-1.15,20.148,0.489,0.022,-0.121,0.354,0.111,102,6.65,6.665,29.0,,322.0,1598299200000,27,S,1598313600000,100.0, ,,,-14.72,-1.13,-14.53,False,False,False
SPY_082420C323,CALL,SPY Aug 24 2020 323 Call (Weekly),OPR,6.05,6.1,6.16,6.07,115,19,115X19,0,7.07,6.16,0.0,7.16,145,,1595965773842,1595967299856,-1.0,19.77,0.466,0.023,-0.118,0.353,0.106,124,6.16,6.075,29.0,,323.0,1598299200000,27,S,1598313600000,100.0, ,,,-14.0,-1.09,-15.18,False,False,False
SPY_082420C324,CALL,SPY Aug 24 2020 324 Call (Weekly),OPR,5.49,5.54,5.78,5.52,109,280,109X280,0,6.41,5.71,0.0,6.55,32,,1595964443613,1595967299964,-0.77,19.409,0.442,0.023,-0.115,0.351,0.101,213,5.78,5.515,29.0,,324.0,1598299200000,27,S,1598313600000,100.0, ,,,-11.76,-1.04,-15.8,False,False,False
SPY_082420C325,CALL,SPY Aug 24 2020 325 Call (Weekly),OPR,4.95,4.99,4.93,4.97,111,19,111X19,0,5.63,4.93,0.0,5.96,25,,1595965876594,1595967299839,-1.03,19.02,0.417,0.023,-0.112,0.347,0.096,301,4.93,4.97,29.0,,325.0,1598299200000,27,S,1598313600000,100.0, ,,,-17.28,-0.99,-16.61,False,False,False
SPY_082420C326,CALL,SPY Aug 24 2020 326 Call (Weekly),OPR,4.44,4.48,5.04,4.46,103,19,103X19,0,5.04,4.92,0.0,5.39,2,,1595955202786,1595967299840,-0.35,18.658,0.392,0.023,-0.108,0.342,0.091,253,5.04,4.46,29.0,,326.0,1598299200000,27,S,1598313600000,100.0, ,,,-6.58,-0.93,-17.33,False,False,False
SPY_082620C317,CALL,SPY Aug 26 2020 317 Call (Weekly),OPR,10.32,10.36,11.25,10.34,40,18,40X18,0,11.26,10.64,0.0,11.68,107,,1595949907052,1595967299838,-0.43,22.478,0.59,0.019,-0.126,0.357,0.137,0,7.08,10.34,29.0,,317.0,1598472000000,29,S,1598486400000,100.0, ,,,-3.67,-1.34,-11.46,True,False,False
SPY_082620C318,CALL,SPY Aug 26 2020 318 Call (Weekly),OPR,9.63,9.67,10.1,9.65,40,18,40X18,0,10.19,10.1,0.0,10.95,66,,1595964424793,1595967299838,-0.85,22.106,0.571,0.019,-0.125,0.361,0.134,2,6.93,9.65,29.0,,318.0,1598472000000,29,S,1598486400000,100.0, ,,,-7.75,-1.3,-11.86,True,False,False
SPY_082620C319,CALL,SPY Aug 26 2020 319 Call (Weekly),OPR,8.94,8.99,9.54,8.97,48,19,48X19,0,9.87,9.45,0.0,10.23,96,,1595964003161,1595967299836,-0.69,21.7,0.552,0.02,-0.124,0.364,0.131,56,7.37,8.965,29.0,,319.0,1598472000000,29,S,1598486400000,100.0, ,,,-6.78,-1.27,-12.4,True,False,False
SPY_082620C320,CALL,SPY Aug 26 2020 320 Call (Weekly),OPR,8.3,8.34,8.61,8.32,40,19,40X19,0,9.02,8.61,0.0,9.54,2,,1595944695736,1595967299839,-0.93,21.353,0.532,0.02,-0.123,0.366,0.127,109,7.44,8.32,29.0,,320.0,1598472000000,29,S,1598486400000,100.0, ,,,-9.73,-1.22,-12.77,True,False,False
SPY_082620C321,CALL,SPY Aug 26 2020 321 Call (Weekly),OPR,7.66,7.7,8.75,7.68,40,19,40X19,0,8.75,7.97,0.0,8.86,36,,1595958675260,1595967299839,-0.11,20.967,0.512,0.021,-0.121,0.367,0.123,19,8.58,7.68,29.0,,321.0,1598472000000,29,S,1598486400000,100.0, ,,,-1.22,-1.18,-13.3,True,False,False
SPY_082620C322,CALL,SPY Aug 26 2020 322 Call (Weekly),OPR,7.04,7.09,7.18,7.07,50,19,50X19,0,8.06,7.18,0.0,8.2,26,,1595965389419,1595967299839,-1.02,20.593,0.49,0.021,-0.119,0.367,0.118,54,7.18,7.065,29.0,,322.0,1598472000000,29,S,1598486400000,100.0, ,,,-12.42,-1.13,-13.82,False,False,False
SPY_082620C323,CALL,SPY Aug 26 2020 323 Call (Weekly),OPR,6.44,6.49,6.4,6.47,50,19,50X19,0,7.37,6.4,0.0,7.56,237,,1595966588399,1595967299839,-1.16,20.202,0.468,0.021,-0.117,0.366,0.114,8,6.4,6.465,29.0,,323.0,1598472000000,29,S,1598486400000,100.0, ,,,-15.37,-1.1,-14.51,False,False,False
SPY_082620C324,CALL,SPY Aug 26 2020 324 Call (Weekly),OPR,5.87,5.92,6.59,5.9,50,156,50X156,0,6.59,6.01,0.0,6.95,18,,1595956306066,1595967299891,-0.35,19.831,0.446,0.022,-0.114,0.364,0.109,11,6.59,5.895,29.0,,324.0,1598472000000,29,S,1598486400000,100.0, ,,,-5.11,-1.05,-15.12,False,False,False
SPY_082620C325,CALL,SPY Aug 26 2020 325 Call (Weekly),OPR,5.33,5.37,5.32,5.35,50,19,50X19,0,6.05,5.32,0.0,6.36,6,,1595966357700,1595967299839,-1.03,19.465,0.422,0.022,-0.111,0.36,0.104,89,5.32,5.35,29.0,,325.0,1598472000000,29,S,1598486400000,100.0, ,,,-16.29,-1.01,-15.81,False,False,False
SPY_082620C326,CALL,SPY Aug 26 2020 326 Call (Weekly),OPR,4.81,4.85,4.8,4.83,50,29,50X29,0,5.64,4.8,0.0,5.78,42,,1595966417670,1595967299997,-0.99,19.101,0.399,0.022,-0.107,0.355,0.098,34,4.8,4.83,29.0,,326.0,1598472000000,29,S,1598486400000,100.0, ,,,-17.03,-0.95,-16.51,False,False,False
SPY_082820C317,CALL,SPY Aug 28 2020 317 Call (Weekly),OPR,10.7,10.74,10.72,10.72,101,18,101X18,0,11.75,10.71,0.0,12.07,153,,1595966090049,1595967299952,-1.35,22.836,0.586,0.018,-0.124,0.37,0.145,268,6.55,10.72,29.0,,317.0,1598644800000,31,S,1598659200000,100.0, ,,,-11.15,-1.35,-11.15,True,False,False
SPY_082820C318,CALL,SPY Aug 28 2020 318 Call (Weekly),OPR,10.01,10.05,10.03,10.03,40,18,40X18,0,11.15,10.03,0.0,11.34,134,,1595966090055,1595967299952,-1.31,22.465,0.569,0.019,-0.123,0.373,0.142,448,6.86,10.03,29.0,,318.0,1598644800000,31,S,1598659200000,100.0, ,,,-11.52,-1.31,-11.52,True,False,False
SPY_082820C319,CALL,SPY Aug 28 2020 319 Call (Weekly),OPR,9.34,9.38,9.34,9.36,40,19,40X19,0,10.31,9.34,0.0,10.63,24,,1595966453248,1595967299839,-1.29,22.103,0.55,0.019,-0.122,0.376,0.138,232,7.17,9.36,29.0,,319.0,1598644800000,31,S,1598659200000,100.0, ,,,-12.1,-1.27,-11.91,True,False,False
SPY_082820C320,CALL,SPY Aug 28 2020 320 Call (Weekly),OPR,8.67,8.72,8.7,8.7,190,19,190X19,0,9.81,8.7,0.0,9.94,19,,1595966142228,1595967299934,-1.24,21.707,0.531,0.019,-0.121,0.378,0.135,451,7.53,8.695,29.0,,320.0,1598644800000,31,S,1598659200000,100.0, ,,,-12.43,-1.24,-12.48,True,False,False
SPY_082820C321,CALL,SPY Aug 28 2020 321 Call (Weekly),OPR,8.04,8.08,7.93,8.06,100,19,100X19,0,9.09,7.92,0.0,9.26,387,,1595966305380,1595967299861,-1.33,21.342,0.512,0.02,-0.119,0.379,0.13,1668,7.76,8.06,29.0,,321.0,1598644800000,31,S,1598659200000,100.0, ,,,-14.32,-1.2,-12.91,True,False,False
SPY_082820C322,CALL,SPY Aug 28 2020 322 Call (Weekly),OPR,7.42,7.46,7.32,7.44,114,19,114X19,0,8.44,7.32,0.0,8.6,257,,1595966232089,1595967299839,-1.28,20.965,0.491,0.02,-0.117,0.379,0.126,1215,7.32,7.44,29.0,,322.0,1598644800000,31,S,1598659200000,100.0, ,,,-14.84,-1.16,-13.44,False,False,False
SPY_082820C323,CALL,SPY Aug 28 2020 323 Call (Weekly),OPR,6.82,6.87,6.75,6.85,124,19,124X19,0,7.87,6.75,0.0,7.96,434,,1595966326015,1595967299839,-1.21,20.601,0.47,0.02,-0.115,0.378,0.121,638,6.75,6.845,29.0,,323.0,1598644800000,31,S,1598659200000,100.0, ,,,-15.15,-1.11,-13.95,False,False,False
SPY_082820C324,CALL,SPY Aug 28 2020 324 Call (Weekly),OPR,6.25,6.29,6.21,6.27,60,19,60X19,0,7.09,6.16,0.0,7.34,12,,1595966241837,1595967299857,-1.13,20.234,0.449,0.021,-0.112,0.376,0.117,756,6.21,6.27,29.0,,324.0,1598644800000,31,S,1598659200000,100.0, ,,,-15.4,-1.07,-14.58,False,False,False
SPY_082820C325,CALL,SPY Aug 28 2020 325 Call (Weekly),OPR,5.7,5.74,5.72,5.72,60,19,60X19,0,6.56,5.71,0.0,6.74,86,,1595966036515,1595967299836,-1.02,19.874,0.427,0.021,-0.11,0.373,0.111,483,5.72,5.72,29.0,,325.0,1598644800000,31,S,1598659200000,100.0, ,,,-15.2,-1.02,-15.2,False,False,False
SPY_082820C326,CALL,SPY Aug 28 2020 326 Call (Weekly),OPR,5.17,5.21,5.18,5.19,110,19,110X19,0,6.02,5.08,0.0,6.18,48,,1595967044059,1595967299840,-1.0,19.506,0.404,0.021,-0.106,0.368,0.106,1413,5.18,5.19,29.0,,326.0,1598644800000,31,S,1598659200000,100.0, ,,,-16.11,-0.99,-15.95,False,False,False
SPY_083120C317,CALL,SPY Aug 31 2020 317 Call,OPR,10.96,11.0,12.11,10.98,108,13,108X13,0,12.11,11.47,0.0,12.32,25,,1595960616475,1595967299838,-0.21,22.57,0.584,0.018,-0.117,0.387,0.158,99,7.94,10.98,29.0,,317.0,1598904000000,34,R,1598918400000,100.0, ,,,-1.71,-1.34,-10.88,True,False,False
SPY_083120C318,CALL,SPY Aug 31 2020 318 Call,OPR,10.27,10.31,11.4,10.29,111,13,111X13,0,11.4,11.02,0.0,11.6,57,,1595960616475,1595967299953,-0.2,22.207,0.567,0.018,-0.116,0.391,0.154,80,8.23,10.29,29.0,,318.0,1598904000000,34,R,1598918400000,100.0, ,,,-1.73,-1.31,-11.3,True,False,False
SPY_083120C319,CALL,SPY Aug 31 2020 319 Call,OPR,9.6,9.64,10.5,9.62,89,14,89X14,0,0.0,0.0,0.0,10.89,0,,1595868239284,1595967299839,0.0,21.854,0.549,0.018,-0.115,0.393,0.15,2,8.33,9.62,29.0,,319.0,1598904000000,34,R,1598918400000,100.0, ,,,0.0,-1.27,-11.66,True,False,False
SPY_083120C320,CALL,SPY Aug 31 2020 320 Call,OPR,8.94,8.98,8.98,8.96,115,15,115X15,0,10.1,8.98,0.0,10.2,29,,1595967127879,1595967299839,-1.22,21.483,0.53,0.019,-0.114,0.395,0.146,238,7.81,8.96,29.0,,320.0,1598904000000,34,R,1598918400000,100.0, ,,,-11.96,-1.24,-12.16,True,False,False
SPY_083120C321,CALL,SPY Aug 31 2020 321 Call,OPR,8.3,8.34,8.41,8.32,113,15,113X15,0,8.41,8.41,0.0,9.52,3,,1595966380941,1595967299855,-1.11,21.118,0.511,0.019,-0.112,0.396,0.142,64,8.24,8.32,29.0,,321.0,1598904000000,34,R,1598918400000,100.0, ,,,-11.66,-1.2,-12.61,True,False,False
SPY_083120C322,CALL,SPY Aug 31 2020 322 Call,OPR,7.68,7.73,7.73,7.71,121,15,121X15,0,8.66,7.68,0.0,8.86,32,,1595967127879,1595967299855,-1.13,20.768,0.492,0.019,-0.111,0.396,0.138,11,7.73,7.705,29.0,,322.0,1598904000000,34,R,1598918400000,100.0, ,,,-12.76,-1.16,-13.04,False,False,False
SPY_083120C323,CALL,SPY Aug 31 2020 323 Call,OPR,7.08,7.13,7.08,7.11,129,15,129X15,0,8.02,7.08,0.0,8.22,83,,1595966388033,1595967299855,-1.14,20.407,0.471,0.02,-0.109,0.395,0.133,15,7.08,7.105,29.0,,323.0,1598904000000,34,R,1598918400000,100.0, ,,,-13.87,-1.12,-13.57,False,False,False
SPY_083120C324,CALL,SPY Aug 31 2020 324 Call,OPR,6.51,6.55,7.16,6.53,60,15,60X15,0,7.44,7.08,0.0,7.6,58,,1595956616320,1595967299953,-0.44,20.057,0.451,0.02,-0.106,0.393,0.128,2,7.16,6.53,29.0,,324.0,1598904000000,34,R,1598918400000,100.0, ,,,-5.79,-1.07,-14.08,False,False,False
SPY_083120C325,CALL,SPY Aug 31 2020 325 Call,OPR,5.95,5.99,5.98,5.97,132,15,132X15,0,6.81,5.88,0.0,7.01,91,,1595966386304,1595967299856,-1.02,19.691,0.429,0.02,-0.104,0.39,0.122,88,5.98,5.97,29.0,,325.0,1598904000000,34,R,1598918400000,100.0, ,,,-14.63,-1.04,-14.78,False,False,False
SPY_083120C326,CALL,SPY Aug 31 2020 326 Call,OPR,5.42,5.46,6.18,5.44,129,15,129X15,0,6.18,5.59,0.0,6.43,6,,1595951190974,1595967299856,-0.25,19.345,0.408,0.02,-0.101,0.386,0.117,2,6.18,5.44,29.0,,326.0,1598904000000,34,R,1598918400000,100.0, ,,,-3.89,-0.99,-15.4,False,False,False
SPY_090220C300,CALL,SPY Sep 2 2020 300 Call (Weekly),OPR,24.68,24.79,0.0,24.74,6,6,6X6,0,0.0,0.0,0.0,0.0,0,,0,1595967299848,0.0,28.758,0.785,0.01,-0.106,0.297,0.188,0,3.57,24.735,29.0,,300.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,24.74,0.0,True,False,False
SPY_090220C305,CALL,SPY Sep 2 2020 305 Call (Weekly),OPR,20.5,20.6,21.05,20.55,6,6,6X6,0,21.05,21.05,0.0,0.0,2,,1595944267587,1595967299850,0.0,27.133,0.738,0.012,-0.112,0.332,0.188,0,4.88,20.55,29.0,,305.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,20.55,0.0,True,False,False
SPY_090220C310,CALL,SPY Sep 2 2020 310 Call (Weekly),OPR,16.5,16.59,0.0,16.55,12,6,12X6,0,0.0,0.0,0.0,0.0,0,,0,1595967299839,0.0,25.427,0.681,0.014,-0.116,0.364,0.183,0,5.38,16.545,29.0,,310.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,16.55,0.0,True,False,False
SPY_090220C315,CALL,SPY Sep 2 2020 315 Call (Weekly),OPR,12.74,12.82,0.0,12.78,30,6,30X6,0,0.0,0.0,0.0,0.0,0,,0,1595967299853,0.0,23.66,0.612,0.016,-0.117,0.391,0.172,0,6.61,12.78,29.0,,315.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,12.78,0.0,True,False,False
SPY_090220C320,CALL,SPY Sep 2 2020 320 Call (Weekly),OPR,9.31,9.38,10.4,9.35,40,6,40X6,0,10.4,10.18,0.0,0.0,2,,1595950988732,1595967299839,0.0,21.879,0.53,0.018,-0.113,0.406,0.154,0,9.23,9.345,29.0,,320.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,9.35,0.0,True,False,False
SPY_090220C325,CALL,SPY Sep 2 2020 325 Call (Weekly),OPR,6.3,6.37,6.3,6.34,56,65,56X65,0,7.02,6.3,0.0,0.0,22,,1595966188308,1595967299947,0.0,20.091,0.433,0.019,-0.103,0.402,0.13,0,6.3,6.335,29.0,,325.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,6.34,0.0,False,False,False
SPY_090220C330,CALL,SPY Sep 2 2020 330 Call (Weekly),OPR,3.88,3.94,3.91,3.91,60,78,60X78,0,4.5,3.91,0.0,0.0,11,,1595966389024,1595967299841,0.0,18.454,0.327,0.019,-0.087,0.368,0.1,0,3.91,3.91,29.0,,330.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,3.91,0.0,False,False,False
SPY_090220C335,CALL,SPY Sep 2 2020 335 Call (Weekly),OPR,2.15,2.2,2.35,2.17,770,103,770X103,0,2.53,2.35,0.0,0.0,4,,1595964148906,1595967299869,0.0,17.107,0.222,0.017,-0.067,0.304,0.069,0,2.35,2.175,29.0,,335.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,2.17,0.0,False,False,False
SPY_090220C340,CALL,SPY Sep 2 2020 340 Call (Weekly),OPR,1.12,1.16,1.31,1.14,22,937,22X937,0,1.31,1.31,0.0,0.0,5,,1595956757520,1595967299957,0.0,16.317,0.138,0.013,-0.048,0.225,0.043,0,1.31,1.14,29.0,,340.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,1.14,0.0,False,False,False
SPY_090220C345,CALL,SPY Sep 2 2020 345 Call (Weekly),OPR,0.58,0.61,0.6,0.6,199,195,199X195,0,0.64,0.6,0.0,0.0,4,,1595966106711,1595967293564,0.0,16.046,0.081,0.009,-0.032,0.154,0.026,0,0.6,0.595,29.0,,345.0,1599076800000,36,S,1599091200000,100.0, ,,,0.0,0.6,0.0,False,False,False
SPY_090420C317,CALL,SPY Sep 4 2020 317 Call (Weekly),OPR,11.71,11.75,12.23,11.73,84,6,84X6,0,12.28,12.23,0.0,13.06,24,,1595964486436,1595967299954,-0.83,23.291,0.578,0.016,-0.114,0.41,0.173,196,8.06,11.73,29.0,,317.0,1599249600000,38,S,1599264000000,100.0, ,,,-6.39,-1.33,-10.22,True,False,False
SPY_090420C318,CALL,SPY Sep 4 2020 318 Call (Weekly),OPR,11.02,11.06,11.0,11.04,160,6,160X6,0,11.89,11.0,0.0,12.34,90,,1595966505006,1595967299934,-1.34,22.93,0.563,0.017,-0.114,0.413,0.17,91,7.83,11.04,29.0,,318.0,1599249600000,38,S,1599264000000,100.0, ,,,-10.89,-1.3,-10.57,True,False,False
SPY_090420C319,CALL,SPY Sep 4 2020 319 Call (Weekly),OPR,10.35,10.39,10.37,10.37,149,6,149X6,0,11.2,10.36,0.0,11.64,73,,1595965826829,1595967299934,-1.27,22.582,0.546,0.017,-0.113,0.415,0.166,344,8.2,10.37,29.0,,319.0,1599249600000,38,S,1599264000000,100.0, ,,,-10.91,-1.27,-10.91,True,False,False
SPY_090420C320,CALL,SPY Sep 4 2020 320 Call (Weekly),OPR,9.69,9.73,9.78,9.71,193,6,193X6,0,10.69,9.75,0.0,10.95,176,,1595967195171,1595967299954,-1.17,22.221,0.529,0.017,-0.111,0.417,0.162,98,8.61,9.71,29.0,,320.0,1599249600000,38,S,1599264000000,100.0, ,,,-10.68,-1.24,-11.32,True,False,False
SPY_090420C321,CALL,SPY Sep 4 2020 321 Call (Weekly),OPR,9.06,9.09,9.11,9.07,50,6,50X6,0,9.85,9.11,0.0,10.27,17,,1595965829922,1595967299954,-1.16,21.88,0.512,0.017,-0.11,0.418,0.158,154,8.94,9.075,29.0,,321.0,1599249600000,38,S,1599264000000,100.0, ,,,-11.34,-1.2,-11.68,True,False,False
SPY_090420C322,CALL,SPY Sep 4 2020 322 Call (Weekly),OPR,8.43,8.47,8.37,8.45,222,6,222X6,0,9.2,8.37,0.0,9.62,58,,1595965944255,1595967299839,-1.25,21.522,0.494,0.018,-0.108,0.418,0.153,191,8.37,8.45,29.0,,322.0,1599249600000,38,S,1599264000000,100.0, ,,,-12.99,-1.17,-12.16,False,False,False
SPY_090420C323,CALL,SPY Sep 4 2020 323 Call (Weekly),OPR,7.83,7.87,8.11,7.85,125,6,125X6,0,8.67,8.11,0.0,8.98,149,,1595964844074,1595967299932,-0.87,21.181,0.475,0.018,-0.107,0.417,0.148,501,8.11,7.85,29.0,,323.0,1599249600000,38,S,1599264000000,100.0, ,,,-9.69,-1.13,-12.58,False,False,False
SPY_090420C324,CALL,SPY Sep 4 2020 324 Call (Weekly),OPR,7.25,7.28,7.21,7.27,58,6,58X6,0,8.22,7.21,0.0,8.35,102,,1595966735625,1595967299954,-1.14,20.832,0.456,0.018,-0.105,0.416,0.143,317,7.21,7.265,29.0,,324.0,1599249600000,38,S,1599264000000,100.0, ,,,-13.7,-1.09,-13.05,False,False,False
SPY_090420C325,CALL,SPY Sep 4 2020 325 Call (Weekly),OPR,6.68,6.72,6.7,6.7,248,6,248X6,0,7.51,6.67,0.0,7.75,46,,1595966047885,1595967299931,-1.05,20.484,0.437,0.018,-0.102,0.413,0.138,81,6.7,6.7,29.0,,325.0,1599249600000,38,S,1599264000000,100.0, ,,,-13.55,-1.05,-13.55,False,False,False
SPY_090420C326,CALL,SPY Sep 4 2020 326 Call (Weekly),OPR,6.14,6.18,6.52,6.16,193,6,193X6,0,6.71,6.52,0.0,7.17,21,,1595963882169,1595967299932,-0.65,20.147,0.417,0.019,-0.1,0.409,0.132,430,6.52,6.16,29.0,,326.0,1599249600000,38,S,1599264000000,100.0, ,,,-9.07,-1.01,-14.09,False,False,False
SPY_091820C317,CALL,SPY Sep 18 2020 317 Call,OPR,13.17,13.22,13.15,13.2,50,14,50X14,0,14.12,13.06,0.0,14.49,344,,1595966601705,1595967299836,-1.34,23.268,0.569,0.014,-0.098,0.48,0.229,16900,8.98,13.195,29.0,,317.0,1600459200000,52,R,1600473600000,100.0, ,,,-9.25,-1.3,-8.94,True,False,False
SPY_091820C318,CALL,SPY Sep 18 2020 318 Call,OPR,12.5,12.54,12.49,12.52,40,14,40X14,0,13.59,12.43,0.0,13.77,518,,1595966434694,1595967299836,-1.28,22.965,0.555,0.014,-0.097,0.482,0.225,14744,9.32,12.52,29.0,,318.0,1600459200000,52,R,1600473600000,100.0, ,,,-9.31,-1.25,-9.1,True,False,False
SPY_091820C319,CALL,SPY Sep 18 2020 319 Call,OPR,11.82,11.87,11.7,11.85,50,15,50X15,0,12.83,11.7,0.0,13.08,516,,1595966319114,1595967299835,-1.38,22.634,0.541,0.014,-0.096,0.484,0.22,11863,9.53,11.845,29.0,,319.0,1600459200000,52,R,1600473600000,100.0, ,,,-10.52,-1.23,-9.41,True,False,False
SPY_091820C320,CALL,SPY Sep 18 2020 320 Call,OPR,11.17,11.21,11.26,11.19,40,15,40X15,0,12.28,11.03,0.0,12.39,3931,,1595967253314,1595967299836,-1.13,22.317,0.527,0.015,-0.095,0.486,0.216,44353,10.09,11.19,29.0,,320.0,1600459200000,52,R,1600473600000,100.0, ,,,-9.13,-1.2,-9.7,True,False,False
SPY_091820C321,CALL,SPY Sep 18 2020 321 Call,OPR,10.53,10.57,10.43,10.55,40,15,40X15,0,11.6,10.41,0.0,11.72,756,,1595966536417,1595967299836,-1.29,22.002,0.512,0.015,-0.094,0.487,0.211,18935,10.26,10.55,29.0,,321.0,1600459200000,52,R,1600473600000,100.0, ,,,-11.0,-1.17,-9.97,True,False,False
