symbol,putCall,description,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,inTheMoney,mini,nonStandard
SPY_072920P317,PUT,SPY Jul 29 2020 317 Put (Weekly),OPR,0.37,0.38,0.38,0.38,25,100,25X100,0,0.73,0.15,0.0,0.31,24469,,1595967297100,1595967299835,0.06,18.694,-0.159,0.055,-0.272,0.058,-0.003,7277,0.38,0.375,29.0,,317.0,1596052800000,1,S,1596067200000,100.0, ,,,20.63,0.06,19.05,False,False,False
SPY_072920P318,PUT,SPY Jul 29 2020 318 Put (Weekly),OPR,0.52,0.53,0.51,0.53,25,25,25X25,0,0.88,0.22,0.0,0.43,28981,,1595967289170,1595967299835,0.09,18.079,-0.213,0.068,-0.316,0.069,-0.004,11685,0.51,0.525,29.0,,318.0,1596052800000,1,S,1596067200000,100.0, ,,,20.0,0.1,23.53,False,False,False
SPY_072920P319,PUT,SPY Jul 29 2020 319 Put (Weekly),OPR,0.72,0.73,0.72,0.73,85,10,85X10,0,1.01,0.31,0.0,0.56,26692,,1595967293223,1595967299667,0.16,17.412,-0.281,0.081,-0.353,0.08,-0.005,5402,0.72,0.725,29.0,,319.0,1596052800000,1,S,1596067200000,100.0, ,,,27.43,0.16,28.32,False,False,False
SPY_072920P320,PUT,SPY Jul 29 2020 320 Put (Weekly),OPR,0.99,1.0,1.0,1.0,248,2,248X2,0,1.33,0.44,0.0,0.75,79748,,1595967297168,1595967299946,0.25,16.763,-0.363,0.094,-0.379,0.089,-0.006,11445,1.0,0.995,29.0,,320.0,1596052800000,1,S,1596067200000,100.0, ,,,34.23,0.25,33.56,False,False,False
SPY_072920P321,PUT,SPY Jul 29 2020 321 Put (Weekly),OPR,1.36,1.38,1.3,1.37,50,50,50X50,0,1.71,0.61,0.0,0.98,72132,,1595967271762,1595967299667,0.32,16.328,-0.46,0.102,-0.392,0.094,-0.008,6160,1.3,1.37,29.0,,321.0,1596052800000,1,S,1596067200000,100.0, ,,,32.65,0.39,39.8,False,False,False
SPY_072920P322,PUT,SPY Jul 29 2020 322 Put (Weekly),OPR,1.82,1.85,1.83,1.84,57,25,57X25,0,2.18,0.86,0.0,1.28,107161,,1595967286996,1595967299876,0.55,15.787,-0.564,0.105,-0.378,0.094,-0.01,7430,1.0,1.835,29.0,,322.0,1596052800000,1,S,1596067200000,100.0, ,,,42.97,0.56,43.36,True,False,False
SPY_072920P323,PUT,SPY Jul 29 2020 323 Put (Weekly),OPR,2.39,2.44,2.42,2.42,25,25,25X25,0,2.77,1.18,0.0,1.67,68690,,1595967287040,1595967299798,0.75,15.325,-0.67,0.099,-0.34,0.086,-0.012,3618,0.59,2.415,29.0,,323.0,1596052800000,1,S,1596067200000,100.0, ,,,44.91,0.75,44.61,True,False,False
SPY_072920P324,PUT,SPY Jul 29 2020 324 Put (Weekly),OPR,3.08,3.15,2.95,3.12,25,95,25X95,0,3.5,1.62,0.0,2.14,19641,,1595967203277,1595967299880,0.81,15.036,-0.766,0.086,-0.285,0.073,-0.014,3012,0.12,3.115,29.0,,324.0,1596052800000,1,S,1596067200000,100.0, ,,,37.84,0.97,45.55,True,False,False
SPY_072920P325,PUT,SPY Jul 29 2020 325 Put (Weekly),OPR,3.81,4.06,3.69,3.93,200,200,200X200,0,4.3,2.17,0.0,2.71,13657,,1595967253846,1595967299932,0.98,15.229,-0.839,0.067,-0.233,0.058,-0.015,1573,-0.14,3.935,29.0,,325.0,1596052800000,1,S,1596067200000,100.0, ,,,36.14,1.22,45.18,True,False,False
SPY_072920P326,PUT,SPY Jul 29 2020 326 Put (Weekly),OPR,4.68,4.92,4.7,4.8,200,200,200X200,0,5.14,2.87,0.0,3.38,2597,,1595967273380,1595967299981,1.32,15.068,-0.899,0.049,-0.171,0.042,-0.016,1102,-0.13,4.8,29.0,,326.0,1596052800000,1,S,1596067200000,100.0, ,,,39.23,1.42,42.19,True,False,False
SPY_073120P317,PUT,SPY Jul 31 2020 317 Put (Weekly),OPR,1.28,1.3,1.29,1.29,5,1186,5X1186,0,1.45,0.75,0.0,1.01,8194,,1595967284022,1595967299950,0.28,22.284,-0.276,0.045,-0.317,0.112,-0.01,7132,1.29,1.29,29.0,,317.0,1596225600000,3,S,1596240000000,100.0, ,,,27.72,0.28,27.72,False,False,False
SPY_073120P318,PUT,SPY Jul 31 2020 318 Put (Weekly),OPR,1.51,1.54,1.55,1.53,65,96,65X96,0,1.72,0.89,0.0,1.19,7062,,1595967285936,1595967299931,0.36,21.684,-0.318,0.049,-0.33,0.12,-0.011,5613,1.55,1.525,29.0,,318.0,1596225600000,3,S,1596240000000,100.0, ,,,30.25,0.33,28.15,False,False,False
SPY_073120P319,PUT,SPY Jul 31 2020 319 Put (Weekly),OPR,1.8,1.83,1.81,1.82,60,208,60X208,0,2.03,1.1,0.0,1.4,10510,,1595967280390,1595967299956,0.41,21.194,-0.367,0.053,-0.341,0.127,-0.013,4341,1.81,1.815,29.0,,319.0,1596225600000,3,S,1596240000000,100.0, ,,,29.29,0.42,29.64,False,False,False
SPY_073120P320,PUT,SPY Jul 31 2020 320 Put (Weekly),OPR,2.13,2.15,2.09,2.14,50,5,50X5,0,2.36,1.3,0.0,1.64,40453,,1595967273430,1595967299667,0.44,20.607,-0.419,0.056,-0.345,0.131,-0.015,31170,2.09,2.14,29.0,,320.0,1596225600000,3,S,1596240000000,100.0, ,,,27.05,0.5,30.09,False,False,False
SPY_073120P321,PUT,SPY Jul 31 2020 321 Put (Weekly),OPR,2.51,2.54,2.4,2.53,78,13,78X13,0,2.75,1.58,0.0,1.93,14204,,1595967252532,1595967299959,0.47,20.077,-0.476,0.059,-0.343,0.134,-0.017,7186,2.4,2.525,29.0,,321.0,1596225600000,3,S,1596240000000,100.0, ,,,24.35,0.6,30.83,False,False,False
SPY_073120P322,PUT,SPY Jul 31 2020 322 Put (Weekly),OPR,2.95,2.99,2.91,2.97,50,100,50X100,0,3.27,1.87,0.0,2.26,33151,,1595967273368,1595967299931,0.65,19.564,-0.536,0.06,-0.335,0.134,-0.019,16356,2.08,2.97,29.0,,322.0,1596225600000,3,S,1596240000000,100.0, ,,,28.76,0.71,31.42,True,False,False
SPY_073120P323,PUT,SPY Jul 31 2020 323 Put (Weekly),OPR,3.45,3.49,3.45,3.47,57,25,57X25,0,3.76,2.22,0.0,2.64,19708,,1595967294044,1595967299846,0.81,18.997,-0.598,0.061,-0.318,0.13,-0.021,3945,1.62,3.47,29.0,,323.0,1596225600000,3,S,1596240000000,100.0, ,,,30.68,0.83,31.44,True,False,False
SPY_073120P324,PUT,SPY Jul 31 2020 324 Put (Weekly),OPR,4.02,4.07,4.02,4.05,25,25,25X25,0,4.33,2.64,0.0,3.08,8065,,1595967180493,1595967299904,0.94,18.507,-0.661,0.059,-0.294,0.123,-0.024,5830,1.19,4.045,29.0,,324.0,1596225600000,3,S,1596240000000,100.0, ,,,30.73,0.97,31.54,True,False,False
SPY_073120P325,PUT,SPY Jul 31 2020 325 Put (Weekly),OPR,4.65,4.71,4.81,4.68,51,25,51X25,0,5.0,3.15,0.0,3.58,7524,,1595966850537,1595967299889,1.23,17.964,-0.723,0.055,-0.263,0.113,-0.026,9359,0.98,4.68,29.0,,325.0,1596225600000,3,S,1596240000000,100.0, ,,,34.53,1.1,30.89,True,False,False
SPY_073120P326,PUT,SPY Jul 31 2020 326 Put (Weekly),OPR,5.36,5.44,5.58,5.4,50,79,50X79,0,5.67,3.75,0.0,4.14,1295,,1595966352117,1595967299842,1.44,17.607,-0.78,0.05,-0.231,0.1,-0.028,4226,0.75,5.4,29.0,,326.0,1596225600000,3,S,1596240000000,100.0, ,,,34.92,1.26,30.57,True,False,False
SPY_080320P317,PUT,SPY Aug 3 2020 317 Put (Weekly),OPR,1.72,1.75,1.73,1.74,60,217,60X217,0,1.88,1.1,0.0,1.38,2318,,1595967122805,1595967299957,0.34,19.677,-0.306,0.04,-0.224,0.156,-0.019,1510,1.73,1.735,29.0,,317.0,1596484800000,6,S,1596499200000,100.0, ,,,24.91,0.35,25.27,False,False,False
SPY_080320P318,PUT,SPY Aug 3 2020 318 Put (Weekly),OPR,1.99,2.01,1.92,2.0,10,76,10X76,0,2.18,1.3,0.0,1.59,1616,,1595967255735,1595967299981,0.34,19.242,-0.344,0.043,-0.23,0.164,-0.022,1666,1.92,2.0,29.0,,318.0,1596484800000,6,S,1596499200000,100.0, ,,,21.14,0.41,26.18,False,False,False
SPY_080320P319,PUT,SPY Aug 3 2020 319 Put (Weekly),OPR,2.28,2.31,2.2,2.3,60,10,60X10,0,2.5,1.51,0.0,1.82,1479,,1595967241240,1595967299878,0.38,18.764,-0.386,0.046,-0.234,0.17,-0.024,1189,2.2,2.295,29.0,,319.0,1596484800000,6,S,1596499200000,100.0, ,,,21.21,0.48,26.45,False,False,False
SPY_080320P320,PUT,SPY Aug 3 2020 320 Put (Weekly),OPR,2.62,2.65,2.63,2.64,50,10,50X10,0,2.82,1.74,0.0,2.09,3964,,1595967289527,1595967299838,0.55,18.308,-0.431,0.048,-0.235,0.175,-0.027,2120,2.63,2.635,29.0,,320.0,1596484800000,6,S,1596499200000,100.0, ,,,26.14,0.55,26.38,False,False,False
SPY_080320P321,PUT,SPY Aug 3 2020 321 Put (Weekly),OPR,3.01,3.03,3.03,3.02,10,10,10X10,0,3.25,2.05,0.0,2.38,1824,,1595967288482,1595967299981,0.64,17.851,-0.48,0.05,-0.233,0.177,-0.03,1561,3.03,3.02,29.0,,321.0,1596484800000,6,S,1596499200000,100.0, ,,,27.04,0.64,26.62,False,False,False
SPY_080320P322,PUT,SPY Aug 3 2020 322 Put (Weekly),OPR,3.43,3.47,3.52,3.45,70,40,70X40,0,3.7,2.35,0.0,2.72,2841,,1595966912679,1595967299858,0.8,17.37,-0.531,0.051,-0.227,0.177,-0.033,1662,2.69,3.45,29.0,,322.0,1596484800000,6,S,1596499200000,100.0, ,,,29.17,0.73,26.61,True,False,False
SPY_080320P323,PUT,SPY Aug 3 2020 323 Put (Weekly),OPR,3.92,3.96,3.9,3.94,25,25,25X25,0,4.17,2.71,0.0,3.11,3475,,1595967298251,1595967299957,0.8,16.929,-0.585,0.052,-0.218,0.173,-0.037,1833,2.07,3.94,29.0,,323.0,1596484800000,6,S,1596499200000,100.0, ,,,25.6,0.83,26.89,True,False,False
SPY_080320P324,PUT,SPY Aug 3 2020 324 Put (Weekly),OPR,4.46,4.51,4.5,4.48,25,25,25X25,0,4.75,3.15,0.0,3.54,1836,,1595966372952,1595967299671,0.96,16.485,-0.639,0.051,-0.206,0.167,-0.04,738,1.67,4.485,29.0,,324.0,1596484800000,6,S,1596499200000,100.0, ,,,27.12,0.95,26.69,True,False,False
SPY_080320P325,PUT,SPY Aug 3 2020 325 Put (Weekly),OPR,5.06,5.12,5.2,5.09,25,25,25X25,0,5.34,3.68,0.0,4.02,622,,1595966621487,1595967299904,1.18,16.057,-0.693,0.049,-0.189,0.156,-0.044,974,1.37,5.09,29.0,,325.0,1596484800000,6,S,1596499200000,100.0, ,,,29.35,1.07,26.62,True,False,False
SPY_080320P326,PUT,SPY Aug 3 2020 326 Put (Weekly),OPR,5.72,5.79,6.0,5.76,50,25,50X25,0,6.0,4.15,0.0,4.57,335,,1595965883809,1595967299842,1.43,15.644,-0.745,0.046,-0.17,0.143,-0.047,762,1.17,5.755,29.0,,326.0,1596484800000,6,S,1596499200000,100.0, ,,,31.43,1.19,26.07,True,False,False
SPY_080520P317,PUT,SPY Aug 5 2020 317 Put (Weekly),OPR,2.33,2.38,2.28,2.36,195,406,195X406,0,2.51,1.64,0.0,1.93,301,,1595967251192,1595967299951,0.35,20.735,-0.335,0.035,-0.216,0.184,-0.027,1521,2.28,2.355,29.0,,317.0,1596657600000,8,S,1596672000000,100.0, ,,,18.13,0.43,22.02,False,False,False
SPY_080520P318,PUT,SPY Aug 5 2020 318 Put (Weekly),OPR,2.61,2.65,2.65,2.63,79,67,79X67,0,2.8,1.85,0.0,2.15,534,,1595966474179,1595967299844,0.5,20.264,-0.368,0.037,-0.219,0.19,-0.03,623,2.65,2.63,29.0,,318.0,1596657600000,8,S,1596672000000,100.0, ,,,23.26,0.48,22.33,False,False,False
SPY_080520P319,PUT,SPY Aug 5 2020 319 Put (Weekly),OPR,2.92,2.96,3.0,2.94,77,145,77X145,0,3.11,2.1,0.0,2.39,731,,1595966969809,1595967299947,0.61,19.808,-0.404,0.039,-0.221,0.195,-0.033,3043,3.0,2.94,29.0,,319.0,1596657600000,8,S,1596672000000,100.0, ,,,25.26,0.55,22.76,False,False,False
SPY_080520P320,PUT,SPY Aug 5 2020 320 Put (Weekly),OPR,3.26,3.3,3.24,3.28,76,56,76X56,0,3.5,2.38,0.0,2.67,1765,,1595967184893,1595967299947,0.57,19.327,-0.442,0.04,-0.22,0.199,-0.036,1365,3.24,3.28,29.0,,320.0,1596657600000,8,S,1596672000000,100.0, ,,,21.35,0.61,22.85,False,False,False
SPY_080520P321,PUT,SPY Aug 5 2020 321 Put (Weekly),OPR,3.64,3.68,3.75,3.66,135,50,135X50,0,3.89,2.63,0.0,2.97,1371,,1595966969809,1595967299931,0.77,18.856,-0.483,0.042,-0.218,0.201,-0.039,1401,3.75,3.66,29.0,,321.0,1596657600000,8,S,1596672000000,100.0, ,,,26.05,0.69,23.03,False,False,False
SPY_080520P322,PUT,SPY Aug 5 2020 322 Put (Weekly),OPR,4.06,4.11,4.05,4.09,60,43,60X43,0,4.3,2.95,0.0,3.32,1320,,1595967180496,1595967299865,0.73,18.405,-0.525,0.043,-0.213,0.201,-0.043,906,3.22,4.085,29.0,,322.0,1596657600000,8,S,1596672000000,100.0, ,,,21.99,0.77,23.04,True,False,False
SPY_080520P323,PUT,SPY Aug 5 2020 323 Put (Weekly),OPR,4.52,4.59,4.5,4.56,93,90,93X90,0,4.8,3.35,0.0,3.7,1917,,1595967098787,1595967299890,0.8,17.959,-0.57,0.043,-0.206,0.198,-0.046,890,2.67,4.555,29.0,,323.0,1596657600000,8,S,1596672000000,100.0, ,,,21.62,0.85,23.11,True,False,False
SPY_080520P324,PUT,SPY Aug 5 2020 324 Put (Weekly),OPR,5.04,5.11,5.03,5.08,83,80,83X80,0,5.26,3.78,0.0,4.12,1474,,1595967124882,1595967299890,0.91,17.531,-0.615,0.043,-0.197,0.193,-0.05,392,2.2,5.075,29.0,,324.0,1596657600000,8,S,1596672000000,100.0, ,,,22.01,0.95,23.1,True,False,False
SPY_080520P325,PUT,SPY Aug 5 2020 325 Put (Weekly),OPR,5.61,5.67,5.58,5.64,23,3,23X3,0,5.85,4.25,0.0,4.59,262,,1595966381064,1595967299893,0.99,17.087,-0.661,0.042,-0.185,0.184,-0.054,412,1.75,5.64,29.0,,325.0,1596657600000,8,S,1596672000000,100.0, ,,,21.49,1.05,22.79,True,False,False
SPY_080520P326,PUT,SPY Aug 5 2020 326 Put (Weekly),OPR,6.23,6.3,6.26,6.27,10,10,10X10,0,6.26,4.75,0.0,5.11,231,,1595965800070,1595967299890,1.15,16.703,-0.707,0.041,-0.171,0.173,-0.058,645,1.43,6.265,29.0,,326.0,1596657600000,8,S,1596672000000,100.0, ,,,22.54,1.16,22.63,True,False,False
SPY_080720P317,PUT,SPY Aug 7 2020 317 Put (Weekly),OPR,2.95,2.99,2.97,2.97,79,273,79X273,0,3.15,2.18,0.0,2.48,2523,,1595967293030,1595967299951,0.49,21.699,-0.355,0.031,-0.21,0.208,-0.035,5440,2.97,2.97,29.0,,317.0,1596830400000,10,S,1596844800000,100.0, ,,,19.52,0.49,19.52,False,False,False
SPY_080720P318,PUT,SPY Aug 7 2020 318 Put (Weekly),OPR,3.23,3.28,3.25,3.26,110,265,110X265,0,3.43,2.4,0.0,2.71,4899,,1595967290619,1595967299949,0.54,21.229,-0.384,0.032,-0.211,0.213,-0.038,1357,3.25,3.255,29.0,,318.0,1596830400000,10,S,1596844800000,100.0, ,,,19.71,0.54,19.89,False,False,False
SPY_080720P319,PUT,SPY Aug 7 2020 319 Put (Weekly),OPR,3.55,3.59,3.5,3.57,76,190,76X190,0,3.76,2.64,0.0,2.97,1115,,1595967273238,1595967299947,0.53,20.768,-0.416,0.034,-0.211,0.217,-0.041,1602,3.5,3.57,29.0,,319.0,1596830400000,10,S,1596844800000,100.0, ,,,17.85,0.6,20.2,False,False,False
SPY_080720P320,PUT,SPY Aug 7 2020 320 Put (Weekly),OPR,3.89,3.93,3.9,3.91,75,50,75X50,0,4.15,2.94,0.0,3.26,4113,,1595967282523,1595967299932,0.64,20.281,-0.449,0.035,-0.21,0.221,-0.045,6534,3.9,3.91,29.0,,320.0,1596830400000,10,S,1596844800000,100.0, ,,,19.82,0.65,20.12,False,False,False
SPY_080720P321,PUT,SPY Aug 7 2020 321 Put (Weekly),OPR,4.27,4.31,4.25,4.29,74,50,74X50,0,4.52,3.24,0.0,3.57,888,,1595967274016,1595967299947,0.68,19.827,-0.484,0.036,-0.207,0.222,-0.048,1582,4.25,4.29,29.0,,321.0,1596830400000,10,S,1596844800000,100.0, ,,,19.05,0.72,20.17,False,False,False
SPY_080720P322,PUT,SPY Aug 7 2020 322 Put (Weekly),OPR,4.67,4.73,4.78,4.7,100,65,100X65,0,4.95,3.55,0.0,3.91,2583,,1595966936820,1595967299880,0.87,19.348,-0.521,0.037,-0.203,0.222,-0.052,1113,3.95,4.7,29.0,,322.0,1596830400000,10,S,1596844800000,100.0, ,,,22.25,0.79,20.2,True,False,False
SPY_080720P323,PUT,SPY Aug 7 2020 323 Put (Weekly),OPR,5.12,5.18,5.25,5.15,100,50,100X50,0,5.4,3.91,0.0,4.29,2392,,1595966847834,1595967299954,0.96,18.879,-0.56,0.037,-0.197,0.22,-0.056,1864,3.42,5.15,29.0,,323.0,1596830400000,10,S,1596844800000,100.0, ,,,22.38,0.86,20.05,True,False,False
SPY_080720P324,PUT,SPY Aug 7 2020 324 Put (Weekly),OPR,5.62,5.68,5.64,5.65,44,9,44X9,0,5.93,4.32,0.0,4.7,924,,1595967288899,1595967299906,0.94,18.457,-0.599,0.038,-0.19,0.215,-0.06,993,2.81,5.65,29.0,,324.0,1596830400000,10,S,1596844800000,100.0, ,,,20.0,0.95,20.21,True,False,False
SPY_080720P325,PUT,SPY Aug 7 2020 325 Put (Weekly),OPR,6.15,6.22,6.08,6.19,84,40,84X40,0,6.43,4.82,0.0,5.16,1772,,1595967267672,1595967299889,0.92,18.003,-0.639,0.037,-0.18,0.209,-0.064,2984,2.25,6.185,29.0,,325.0,1596830400000,10,S,1596844800000,100.0, ,,,17.82,1.02,19.86,True,False,False
SPY_080720P326,PUT,SPY Aug 7 2020 326 Put (Weekly),OPR,6.74,6.8,6.97,6.77,24,36,24X36,0,7.01,5.29,0.0,5.66,524,,1595966661769,1595967299893,1.31,17.583,-0.679,0.036,-0.169,0.199,-0.068,1430,2.14,6.77,29.0,,326.0,1596830400000,10,S,1596844800000,100.0, ,,,23.14,1.11,19.6,True,False,False
SPY_081020P317,PUT,SPY Aug 10 2020 317 Put (Weekly),OPR,3.29,3.33,3.47,3.31,79,63,79X63,0,3.48,2.51,0.0,2.8,116,,1595966334106,1595967299890,0.67,20.611,-0.364,0.029,-0.179,0.236,-0.046,1066,3.47,3.31,29.0,,317.0,1597089600000,13,S,1597104000000,100.0, ,,,23.93,0.51,18.21,False,False,False
SPY_081020P318,PUT,SPY Aug 10 2020 318 Put (Weekly),OPR,3.58,3.62,3.66,3.6,83,53,83X53,0,3.74,2.74,0.0,3.04,733,,1595966388023,1595967299949,0.62,20.177,-0.392,0.03,-0.18,0.242,-0.05,663,3.66,3.6,29.0,,318.0,1597089600000,13,S,1597104000000,100.0, ,,,20.39,0.56,18.42,False,False,False
SPY_081020P319,PUT,SPY Aug 10 2020 319 Put (Weekly),OPR,3.9,3.94,3.7,3.92,74,55,74X55,0,3.89,3.05,0.0,3.3,147,,1595964855089,1595967299949,0.4,19.758,-0.422,0.031,-0.18,0.246,-0.053,474,3.7,3.92,29.0,,319.0,1597089600000,13,S,1597104000000,100.0, ,,,12.12,0.62,18.79,False,False,False
SPY_081020P320,PUT,SPY Aug 10 2020 320 Put (Weekly),OPR,4.24,4.29,4.38,4.27,94,55,94X55,0,4.5,3.32,0.0,3.59,483,,1595966528431,1595967299843,0.79,19.323,-0.453,0.033,-0.179,0.249,-0.057,791,4.38,4.265,29.0,,320.0,1597089600000,13,S,1597104000000,100.0, ,,,22.01,0.68,18.8,False,False,False
SPY_081020P321,PUT,SPY Aug 10 2020 321 Put (Weekly),OPR,4.62,4.67,4.67,4.64,72,51,72X51,0,4.85,3.64,0.0,3.9,256,,1595966399161,1595967299841,0.76,18.905,-0.486,0.033,-0.176,0.251,-0.062,551,4.67,4.645,29.0,,321.0,1597089600000,13,S,1597104000000,100.0, ,,,19.59,0.74,18.95,False,False,False
SPY_081020P322,PUT,SPY Aug 10 2020 322 Put (Weekly),OPR,5.02,5.08,5.27,5.05,50,55,50X55,0,5.29,3.94,0.0,4.25,921,,1595966338940,1595967299864,1.02,18.455,-0.52,0.034,-0.173,0.251,-0.066,737,4.44,5.05,29.0,,322.0,1597089600000,13,S,1597104000000,100.0, ,,,24.0,0.8,18.82,True,False,False
SPY_081020P323,PUT,SPY Aug 10 2020 323 Put (Weekly),OPR,5.46,5.52,5.67,5.49,91,41,91X41,0,5.71,4.29,0.0,4.63,2081,,1595966706527,1595967299890,1.04,18.005,-0.556,0.035,-0.168,0.248,-0.071,873,3.84,5.49,29.0,,323.0,1597089600000,13,S,1597104000000,100.0, ,,,22.59,0.87,18.7,True,False,False
SPY_081020P324,PUT,SPY Aug 10 2020 324 Put (Weekly),OPR,5.94,6.01,6.25,5.98,91,1,91X1,0,6.25,4.79,0.0,5.04,234,,1595965993915,1595967299890,1.21,17.586,-0.593,0.035,-0.162,0.244,-0.075,473,3.42,5.975,29.0,,324.0,1597089600000,13,S,1597104000000,100.0, ,,,24.13,0.94,18.67,True,False,False
SPY_081020P325,PUT,SPY Aug 10 2020 325 Put (Weekly),OPR,6.47,6.54,6.65,6.51,31,73,31X73,0,6.65,5.31,0.0,5.49,163,,1595966680739,1595967299893,1.16,17.193,-0.63,0.035,-0.155,0.237,-0.08,625,2.82,6.505,29.0,,325.0,1597089600000,13,S,1597104000000,100.0, ,,,21.24,1.02,18.59,True,False,False
SPY_081020P326,PUT,SPY Aug 10 2020 326 Put (Weekly),OPR,7.03,7.1,7.34,7.07,21,1,21X1,0,7.34,5.63,0.0,5.97,48,,1595966304015,1595967299893,1.37,16.756,-0.668,0.034,-0.146,0.228,-0.085,575,2.51,7.065,29.0,,326.0,1597089600000,13,S,1597104000000,100.0, ,,,22.94,1.09,18.34,True,False,False
SPY_081220P317,PUT,SPY Aug 12 2020 317 Put (Weekly),OPR,3.77,3.82,3.72,3.8,108,161,108X161,0,3.98,2.99,0.0,3.25,36,,1595967238819,1595967299953,0.47,21.147,-0.375,0.027,-0.174,0.255,-0.055,483,3.72,3.795,29.0,,317.0,1597262400000,15,S,1597276800000,100.0, ,,,14.46,0.54,16.77,False,False,False
SPY_081220P318,PUT,SPY Aug 12 2020 318 Put (Weekly),OPR,4.07,4.11,4.24,4.09,79,70,79X70,0,4.24,3.23,0.0,3.5,157,,1595966261217,1595967299890,0.74,20.719,-0.401,0.028,-0.174,0.26,-0.058,310,4.24,4.09,29.0,,318.0,1597262400000,15,S,1597276800000,100.0, ,,,21.14,0.59,16.86,False,False,False
SPY_081220P319,PUT,SPY Aug 12 2020 319 Put (Weekly),OPR,4.39,4.43,4.52,4.41,77,53,77X53,0,4.52,3.52,0.0,3.77,21,,1595966354994,1595967299953,0.75,20.294,-0.428,0.029,-0.174,0.264,-0.062,219,4.52,4.41,29.0,,319.0,1597262400000,15,S,1597276800000,100.0, ,,,19.89,0.64,16.98,False,False,False
SPY_081220P320,PUT,SPY Aug 12 2020 320 Put (Weekly),OPR,4.73,4.79,4.77,4.76,101,130,101X130,0,4.95,3.75,0.0,4.06,352,,1595966373289,1595967299969,0.71,19.882,-0.457,0.03,-0.172,0.267,-0.066,633,4.77,4.76,29.0,,320.0,1597262400000,15,S,1597276800000,100.0, ,,,17.49,0.7,17.24,False,False,False
SPY_081220P321,PUT,SPY Aug 12 2020 321 Put (Weekly),OPR,5.11,5.16,5.25,5.14,77,55,77X55,0,5.37,4.37,0.0,4.38,318,,1595966664508,1595967299948,0.87,19.459,-0.487,0.03,-0.17,0.268,-0.071,561,5.25,5.135,29.0,,321.0,1597262400000,15,S,1597276800000,100.0, ,,,19.86,0.75,17.24,False,False,False
SPY_081220P322,PUT,SPY Aug 12 2020 322 Put (Weekly),OPR,5.5,5.56,5.54,5.53,101,55,101X55,0,5.7,4.61,0.0,4.72,90,,1595967098787,1595967299890,0.81,18.998,-0.518,0.031,-0.167,0.268,-0.075,276,4.71,5.53,29.0,,322.0,1597262400000,15,S,1597276800000,100.0, ,,,17.25,0.81,17.04,True,False,False
SPY_081220P323,PUT,SPY Aug 12 2020 323 Put (Weekly),OPR,5.94,6.0,6.15,5.97,50,50,50X50,0,6.15,4.78,0.0,5.09,394,,1595965937882,1595967299835,1.05,18.587,-0.55,0.032,-0.163,0.266,-0.08,198,4.32,5.97,29.0,,323.0,1597262400000,15,S,1597276800000,100.0, ,,,20.71,0.88,17.17,True,False,False
SPY_081220P324,PUT,SPY Aug 12 2020 324 Put (Weekly),OPR,6.41,6.47,5.51,6.44,41,50,41X50,0,5.73,5.51,0.0,5.5,57,,1595954391174,1595967299893,0.01,18.162,-0.584,0.032,-0.157,0.262,-0.085,175,2.68,6.44,29.0,,324.0,1597262400000,15,S,1597276800000,100.0, ,,,0.18,0.94,17.09,True,False,False
SPY_081220P325,PUT,SPY Aug 12 2020 325 Put (Weekly),OPR,6.91,6.98,6.04,6.95,31,79,31X79,0,6.45,5.9,0.0,5.94,12,,1595952938978,1595967299893,0.1,17.735,-0.618,0.032,-0.151,0.256,-0.09,84,2.21,6.945,29.0,,325.0,1597262400000,15,S,1597276800000,100.0, ,,,1.68,1.0,16.92,True,False,False
SPY_081220P326,PUT,SPY Aug 12 2020 326 Put (Weekly),OPR,7.46,7.53,7.58,7.5,31,80,31X80,0,7.58,6.51,0.0,6.41,91,,1595966623012,1595967299893,1.17,17.342,-0.653,0.032,-0.144,0.248,-0.095,143,2.75,7.495,29.0,,326.0,1597262400000,15,S,1597276800000,100.0, ,,,18.25,1.08,16.92,True,False,False
SPY_081420P317,PUT,SPY Aug 14 2020 317 Put (Weekly),OPR,4.21,4.26,4.39,4.23,124,67,124X67,0,4.39,3.35,0.0,3.67,418,,1595966303548,1595967299854,0.72,21.518,-0.384,0.025,-0.168,0.272,-0.063,2325,4.39,4.235,29.0,,317.0,1597435200000,17,S,1597449600000,100.0, ,,,19.62,0.56,15.4,False,False,False
SPY_081420P318,PUT,SPY Aug 14 2020 318 Put (Weekly),OPR,4.51,4.56,4.55,4.54,112,63,112X63,0,4.75,3.65,0.0,3.92,185,,1595966381743,1595967299890,0.63,21.102,-0.408,0.026,-0.168,0.277,-0.067,531,4.55,4.535,29.0,,318.0,1597435200000,17,S,1597449600000,100.0, ,,,15.92,0.61,15.54,False,False,False
